,region,contents,year,value
4319,Gamvik (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
4320,Berlevåg (-2019),"Rooms, total (number)",2019,13.0
4321,Berlevåg (-2019),Private rooms (number),2019,10.0
4322,Berlevåg (-2019),Rooms for two or more (number),2019,3.0
4323,Berlevåg (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,6.0
4324,Berlevåg (-2019),Share of single rooms (per cent),2019,76.9
4325,Berlevåg (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,46.2
4326,Deatnu - Tana (-2019),"Rooms, total (number)",2019,14.0
4327,Deatnu - Tana (-2019),Private rooms (number),2019,10.0
4328,Deatnu - Tana (-2019),Rooms for two or more (number),2019,4.0
4329,Deatnu - Tana (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,8.0
4330,Deatnu - Tana (-2019),Share of single rooms (per cent),2019,71.4
4331,Deatnu - Tana (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,57.1
4332,Unjárga - Nesseby (-2019),"Rooms, total (number)",2019,14.0
4333,Unjárga - Nesseby (-2019),Private rooms (number),2019,12.0
4334,Unjárga - Nesseby (-2019),Rooms for two or more (number),2019,2.0
4335,Unjárga - Nesseby (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,12.0
4336,Unjárga - Nesseby (-2019),Share of single rooms (per cent),2019,85.7
4337,Unjárga - Nesseby (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,85.7
4338,Båtsfjord (-2019),"Rooms, total (number)",2019,18.0
4339,Båtsfjord (-2019),Private rooms (number),2019,17.0
4340,Båtsfjord (-2019),Rooms for two or more (number),2019,1.0
4341,Båtsfjord (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,17.0
4342,Båtsfjord (-2019),Share of single rooms (per cent),2019,94.4
4343,Båtsfjord (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,94.4
4344,Sør-Varanger (-2019),"Rooms, total (number)",2019,80.0
4345,Sør-Varanger (-2019),Private rooms (number),2019,80.0
4346,Sør-Varanger (-2019),Rooms for two or more (number),2019,0.0
4347,Sør-Varanger (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,49.0
4348,Sør-Varanger (-2019),Share of single rooms (per cent),2019,100.0
4349,Sør-Varanger (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,61.3
4350,Longyearbyen,"Rooms, total (number)",2019,
4351,Longyearbyen,Private rooms (number),2019,
4352,Longyearbyen,Rooms for two or more (number),2019,
4353,Longyearbyen,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4354,Longyearbyen,Share of single rooms (per cent),2019,
4355,Longyearbyen,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4356,Viken,"Rooms, total (number)",2019,
4357,Viken,Private rooms (number),2019,
4358,Viken,Rooms for two or more (number),2019,
4359,Viken,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4360,Viken,Share of single rooms (per cent),2019,
4361,Viken,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4362,Østfold (-2019),"Rooms, total (number)",2019,2107.0
4363,Østfold (-2019),Private rooms (number),2019,2050.0
4364,Østfold (-2019),Rooms for two or more (number),2019,57.0
4365,Østfold (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,1875.0
4366,Østfold (-2019),Share of single rooms (per cent),2019,97.3
4367,Østfold (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,89.0
4368,Akershus (-2019),"Rooms, total (number)",2019,3835.0
4369,Akershus (-2019),Private rooms (number),2019,3771.0
4370,Akershus (-2019),Rooms for two or more (number),2019,64.0
4371,Akershus (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,3511.0
4372,Akershus (-2019),Share of single rooms (per cent),2019,98.3
4373,Akershus (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,91.6
4374,Oslo,"Rooms, total (number)",2019,4033.0
4375,Oslo,Private rooms (number),2019,4002.0
4376,Oslo,Rooms for two or more (number),2019,31.0
4377,Oslo,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,3002.0
4378,Oslo,Share of single rooms (per cent),2019,99.2
4379,Oslo,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,74.4
4380,Innlandet,"Rooms, total (number)",2019,
4381,Innlandet,Private rooms (number),2019,
4382,Innlandet,Rooms for two or more (number),2019,
4383,Innlandet,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4384,Innlandet,Share of single rooms (per cent),2019,
4385,Innlandet,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4386,Hedmark (-2019),"Rooms, total (number)",2019,1869.0
4387,Hedmark (-2019),Private rooms (number),2019,1825.0
4388,Hedmark (-2019),Rooms for two or more (number),2019,44.0
4389,Hedmark (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,1726.0
4390,Hedmark (-2019),Share of single rooms (per cent),2019,97.6
4391,Hedmark (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,92.3
4392,Oppland (-2019),"Rooms, total (number)",2019,1673.0
4393,Oppland (-2019),Private rooms (number),2019,1662.0
4394,Oppland (-2019),Rooms for two or more (number),2019,11.0
4395,Oppland (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,1473.0
4396,Oppland (-2019),Share of single rooms (per cent),2019,99.3
4397,Oppland (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,88.0
4398,Buskerud (-2019),"Rooms, total (number)",2019,1923.0
4399,Buskerud (-2019),Private rooms (number),2019,1881.0
4400,Buskerud (-2019),Rooms for two or more (number),2019,42.0
4401,Buskerud (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,1790.0
4402,Buskerud (-2019),Share of single rooms (per cent),2019,97.8
4403,Buskerud (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,93.1
4404,Vestfold og Telemark,"Rooms, total (number)",2019,
4405,Vestfold og Telemark,Private rooms (number),2019,
4406,Vestfold og Telemark,Rooms for two or more (number),2019,
4407,Vestfold og Telemark,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4408,Vestfold og Telemark,Share of single rooms (per cent),2019,
4409,Vestfold og Telemark,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4410,Vestfold (-2019),"Rooms, total (number)",2019,1769.0
4411,Vestfold (-2019),Private rooms (number),2019,1762.0
4412,Vestfold (-2019),Rooms for two or more (number),2019,7.0
4413,Vestfold (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,1585.0
4414,Vestfold (-2019),Share of single rooms (per cent),2019,99.6
4415,Vestfold (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,89.6
4416,Telemark (-2019),"Rooms, total (number)",2019,1341.0
4417,Telemark (-2019),Private rooms (number),2019,1314.0
4418,Telemark (-2019),Rooms for two or more (number),2019,27.0
4419,Telemark (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,1150.0
4420,Telemark (-2019),Share of single rooms (per cent),2019,98.0
4421,Telemark (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,85.8
4422,Agder,"Rooms, total (number)",2019,
4423,Agder,Private rooms (number),2019,
4424,Agder,Rooms for two or more (number),2019,
4425,Agder,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4426,Agder,Share of single rooms (per cent),2019,
4427,Agder,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4428,Aust-Agder (-2019),"Rooms, total (number)",2019,880.0
4429,Aust-Agder (-2019),Private rooms (number),2019,880.0
4430,Aust-Agder (-2019),Rooms for two or more (number),2019,0.0
4431,Aust-Agder (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,800.0
4432,Aust-Agder (-2019),Share of single rooms (per cent),2019,100.0
4433,Aust-Agder (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,90.9
4434,Vest-Agder (-2019),"Rooms, total (number)",2019,1261.0
4435,Vest-Agder (-2019),Private rooms (number),2019,1258.0
4436,Vest-Agder (-2019),Rooms for two or more (number),2019,3.0
4437,Vest-Agder (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,1254.0
4438,Vest-Agder (-2019),Share of single rooms (per cent),2019,99.8
4439,Vest-Agder (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,99.4
4440,Rogaland,"Rooms, total (number)",2019,3099.0
4441,Rogaland,Private rooms (number),2019,3052.0
4442,Rogaland,Rooms for two or more (number),2019,47.0
4443,Rogaland,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,2976.0
4444,Rogaland,Share of single rooms (per cent),2019,98.5
4445,Rogaland,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,96.0
4446,Vestland,"Rooms, total (number)",2019,
4447,Vestland,Private rooms (number),2019,
4448,Vestland,Rooms for two or more (number),2019,
4449,Vestland,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4450,Vestland,Share of single rooms (per cent),2019,
4451,Vestland,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4452,Hordaland (-2019),"Rooms, total (number)",2019,4277.0
4453,Hordaland (-2019),Private rooms (number),2019,4207.0
4454,Hordaland (-2019),Rooms for two or more (number),2019,70.0
4455,Hordaland (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,4080.0
4456,Hordaland (-2019),Share of single rooms (per cent),2019,98.4
4457,Hordaland (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,95.4
4458,Sogn og Fjordane (-2019),"Rooms, total (number)",2019,1044.0
4459,Sogn og Fjordane (-2019),Private rooms (number),2019,1032.0
4460,Sogn og Fjordane (-2019),Rooms for two or more (number),2019,12.0
4461,Sogn og Fjordane (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,970.0
4462,Sogn og Fjordane (-2019),Share of single rooms (per cent),2019,98.9
4463,Sogn og Fjordane (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,92.9
4464,Møre og Romsdal,"Rooms, total (number)",2019,2179.0
4465,Møre og Romsdal,Private rooms (number),2019,2111.0
4466,Møre og Romsdal,Rooms for two or more (number),2019,68.0
4467,Møre og Romsdal,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,1989.0
4468,Møre og Romsdal,Share of single rooms (per cent),2019,96.9
4469,Møre og Romsdal,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,91.3
4470,Trøndelag,"Rooms, total (number)",2019,3580.0
4471,Trøndelag,Private rooms (number),2019,3530.0
4472,Trøndelag,Rooms for two or more (number),2019,50.0
4473,Trøndelag,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,2889.0
4474,Trøndelag,Share of single rooms (per cent),2019,98.6
4475,Trøndelag,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,80.7
4476,Sør-Trøndelag (-2017),"Rooms, total (number)",2019,
4477,Sør-Trøndelag (-2017),Private rooms (number),2019,
4478,Sør-Trøndelag (-2017),Rooms for two or more (number),2019,
4479,Sør-Trøndelag (-2017),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4480,Sør-Trøndelag (-2017),Share of single rooms (per cent),2019,
4481,Sør-Trøndelag (-2017),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4482,Nord-Trøndelag (-2017),"Rooms, total (number)",2019,
4483,Nord-Trøndelag (-2017),Private rooms (number),2019,
4484,Nord-Trøndelag (-2017),Rooms for two or more (number),2019,
4485,Nord-Trøndelag (-2017),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4486,Nord-Trøndelag (-2017),Share of single rooms (per cent),2019,
4487,Nord-Trøndelag (-2017),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4488,Nordland,"Rooms, total (number)",2019,2288.0
4489,Nordland,Private rooms (number),2019,2240.0
4490,Nordland,Rooms for two or more (number),2019,48.0
4491,Nordland,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,2061.0
4492,Nordland,Share of single rooms (per cent),2019,97.9
4493,Nordland,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,90.1
4494,Troms and Finnmark,"Rooms, total (number)",2019,
4495,Troms and Finnmark,Private rooms (number),2019,
4496,Troms and Finnmark,Rooms for two or more (number),2019,
4497,Troms and Finnmark,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
4498,Troms and Finnmark,Share of single rooms (per cent),2019,
4499,Troms and Finnmark,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
4500,Troms Romsa (-2019),"Rooms, total (number)",2019,1461.0
4501,Troms Romsa (-2019),Private rooms (number),2019,1435.0
4502,Troms Romsa (-2019),Rooms for two or more (number),2019,26.0
4503,Troms Romsa (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,1388.0
