,region,holding sector,number of employees,contents,year,value
18600,Alstahaug,Financial corporations,50-99 employees,Establishments,2019,0
18601,Alstahaug,Financial corporations,100 - 249 employees,Establishments,2019,0
18602,Alstahaug,Financial corporations,250 employees and more,Establishments,2019,0
18603,Alstahaug,Non-financial corporations,All size groups,Establishments,2019,458
18604,Alstahaug,Non-financial corporations,No one employeed,Establishments,2019,211
18605,Alstahaug,Non-financial corporations,1-4 employees,Establishments,2019,115
18606,Alstahaug,Non-financial corporations,5-9 employees,Establishments,2019,69
18607,Alstahaug,Non-financial corporations,10-19 employees,Establishments,2019,36
18608,Alstahaug,Non-financial corporations,20-49 employees,Establishments,2019,24
18609,Alstahaug,Non-financial corporations,50-99 employees,Establishments,2019,2
18610,Alstahaug,Non-financial corporations,100 - 249 employees,Establishments,2019,1
18611,Alstahaug,Non-financial corporations,250 employees and more,Establishments,2019,0
18612,Alstahaug,Households and non-profit institutions,All size groups,Establishments,2019,272
18613,Alstahaug,Households and non-profit institutions,No one employeed,Establishments,2019,242
18614,Alstahaug,Households and non-profit institutions,1-4 employees,Establishments,2019,26
18615,Alstahaug,Households and non-profit institutions,5-9 employees,Establishments,2019,4
18616,Alstahaug,Households and non-profit institutions,10-19 employees,Establishments,2019,0
18617,Alstahaug,Households and non-profit institutions,20-49 employees,Establishments,2019,0
18618,Alstahaug,Households and non-profit institutions,50-99 employees,Establishments,2019,0
18619,Alstahaug,Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
18620,Alstahaug,Households and non-profit institutions,250 employees and more,Establishments,2019,0
18621,Alstahaug,Unspecified sector/others,All size groups,Establishments,2019,0
18622,Alstahaug,Unspecified sector/others,No one employeed,Establishments,2019,0
18623,Alstahaug,Unspecified sector/others,1-4 employees,Establishments,2019,0
18624,Alstahaug,Unspecified sector/others,5-9 employees,Establishments,2019,0
18625,Alstahaug,Unspecified sector/others,10-19 employees,Establishments,2019,0
18626,Alstahaug,Unspecified sector/others,20-49 employees,Establishments,2019,0
18627,Alstahaug,Unspecified sector/others,50-99 employees,Establishments,2019,0
18628,Alstahaug,Unspecified sector/others,100 - 249 employees,Establishments,2019,0
18629,Alstahaug,Unspecified sector/others,250 employees and more,Establishments,2019,0
18630,Leirfjord,Sum all sectors,All size groups,Establishments,2019,258
18631,Leirfjord,Sum all sectors,No one employeed,Establishments,2019,189
18632,Leirfjord,Sum all sectors,1-4 employees,Establishments,2019,38
18633,Leirfjord,Sum all sectors,5-9 employees,Establishments,2019,17
18634,Leirfjord,Sum all sectors,10-19 employees,Establishments,2019,6
18635,Leirfjord,Sum all sectors,20-49 employees,Establishments,2019,5
18636,Leirfjord,Sum all sectors,50-99 employees,Establishments,2019,3
18637,Leirfjord,Sum all sectors,100 - 249 employees,Establishments,2019,0
18638,Leirfjord,Sum all sectors,250 employees and more,Establishments,2019,0
18639,Leirfjord,General government,All size groups,Establishments,2019,31
18640,Leirfjord,General government,No one employeed,Establishments,2019,6
18641,Leirfjord,General government,1-4 employees,Establishments,2019,6
18642,Leirfjord,General government,5-9 employees,Establishments,2019,11
18643,Leirfjord,General government,10-19 employees,Establishments,2019,2
18644,Leirfjord,General government,20-49 employees,Establishments,2019,3
18645,Leirfjord,General government,50-99 employees,Establishments,2019,3
18646,Leirfjord,General government,100 - 249 employees,Establishments,2019,0
18647,Leirfjord,General government,250 employees and more,Establishments,2019,0
18648,Leirfjord,Financial corporations,All size groups,Establishments,2019,0
18649,Leirfjord,Financial corporations,No one employeed,Establishments,2019,0
18650,Leirfjord,Financial corporations,1-4 employees,Establishments,2019,0
18651,Leirfjord,Financial corporations,5-9 employees,Establishments,2019,0
18652,Leirfjord,Financial corporations,10-19 employees,Establishments,2019,0
18653,Leirfjord,Financial corporations,20-49 employees,Establishments,2019,0
18654,Leirfjord,Financial corporations,50-99 employees,Establishments,2019,0
18655,Leirfjord,Financial corporations,100 - 249 employees,Establishments,2019,0
18656,Leirfjord,Financial corporations,250 employees and more,Establishments,2019,0
18657,Leirfjord,Non-financial corporations,All size groups,Establishments,2019,75
18658,Leirfjord,Non-financial corporations,No one employeed,Establishments,2019,42
18659,Leirfjord,Non-financial corporations,1-4 employees,Establishments,2019,21
18660,Leirfjord,Non-financial corporations,5-9 employees,Establishments,2019,6
18661,Leirfjord,Non-financial corporations,10-19 employees,Establishments,2019,4
18662,Leirfjord,Non-financial corporations,20-49 employees,Establishments,2019,2
18663,Leirfjord,Non-financial corporations,50-99 employees,Establishments,2019,0
18664,Leirfjord,Non-financial corporations,100 - 249 employees,Establishments,2019,0
18665,Leirfjord,Non-financial corporations,250 employees and more,Establishments,2019,0
18666,Leirfjord,Households and non-profit institutions,All size groups,Establishments,2019,152
18667,Leirfjord,Households and non-profit institutions,No one employeed,Establishments,2019,141
18668,Leirfjord,Households and non-profit institutions,1-4 employees,Establishments,2019,11
18669,Leirfjord,Households and non-profit institutions,5-9 employees,Establishments,2019,0
18670,Leirfjord,Households and non-profit institutions,10-19 employees,Establishments,2019,0
18671,Leirfjord,Households and non-profit institutions,20-49 employees,Establishments,2019,0
18672,Leirfjord,Households and non-profit institutions,50-99 employees,Establishments,2019,0
18673,Leirfjord,Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
18674,Leirfjord,Households and non-profit institutions,250 employees and more,Establishments,2019,0
18675,Leirfjord,Unspecified sector/others,All size groups,Establishments,2019,0
18676,Leirfjord,Unspecified sector/others,No one employeed,Establishments,2019,0
18677,Leirfjord,Unspecified sector/others,1-4 employees,Establishments,2019,0
18678,Leirfjord,Unspecified sector/others,5-9 employees,Establishments,2019,0
18679,Leirfjord,Unspecified sector/others,10-19 employees,Establishments,2019,0
18680,Leirfjord,Unspecified sector/others,20-49 employees,Establishments,2019,0
18681,Leirfjord,Unspecified sector/others,50-99 employees,Establishments,2019,0
18682,Leirfjord,Unspecified sector/others,100 - 249 employees,Establishments,2019,0
18683,Leirfjord,Unspecified sector/others,250 employees and more,Establishments,2019,0
18684,Vefsn,Sum all sectors,All size groups,Establishments,2019,1271
18685,Vefsn,Sum all sectors,No one employeed,Establishments,2019,730
18686,Vefsn,Sum all sectors,1-4 employees,Establishments,2019,233
18687,Vefsn,Sum all sectors,5-9 employees,Establishments,2019,125
18688,Vefsn,Sum all sectors,10-19 employees,Establishments,2019,94
18689,Vefsn,Sum all sectors,20-49 employees,Establishments,2019,62
18690,Vefsn,Sum all sectors,50-99 employees,Establishments,2019,17
18691,Vefsn,Sum all sectors,100 - 249 employees,Establishments,2019,7
18692,Vefsn,Sum all sectors,250 employees and more,Establishments,2019,3
18693,Vefsn,General government,All size groups,Establishments,2019,112
18694,Vefsn,General government,No one employeed,Establishments,2019,15
18695,Vefsn,General government,1-4 employees,Establishments,2019,17
18696,Vefsn,General government,5-9 employees,Establishments,2019,14
18697,Vefsn,General government,10-19 employees,Establishments,2019,23
18698,Vefsn,General government,20-49 employees,Establishments,2019,27
18699,Vefsn,General government,50-99 employees,Establishments,2019,11
18700,Vefsn,General government,100 - 249 employees,Establishments,2019,3
18701,Vefsn,General government,250 employees and more,Establishments,2019,2
18702,Vefsn,Financial corporations,All size groups,Establishments,2019,10
18703,Vefsn,Financial corporations,No one employeed,Establishments,2019,4
18704,Vefsn,Financial corporations,1-4 employees,Establishments,2019,2
18705,Vefsn,Financial corporations,5-9 employees,Establishments,2019,3
18706,Vefsn,Financial corporations,10-19 employees,Establishments,2019,0
18707,Vefsn,Financial corporations,20-49 employees,Establishments,2019,0
18708,Vefsn,Financial corporations,50-99 employees,Establishments,2019,1
18709,Vefsn,Financial corporations,100 - 249 employees,Establishments,2019,0
18710,Vefsn,Financial corporations,250 employees and more,Establishments,2019,0
18711,Vefsn,Non-financial corporations,All size groups,Establishments,2019,681
18712,Vefsn,Non-financial corporations,No one employeed,Establishments,2019,285
18713,Vefsn,Non-financial corporations,1-4 employees,Establishments,2019,181
18714,Vefsn,Non-financial corporations,5-9 employees,Establishments,2019,102
18715,Vefsn,Non-financial corporations,10-19 employees,Establishments,2019,70
18716,Vefsn,Non-financial corporations,20-49 employees,Establishments,2019,33
18717,Vefsn,Non-financial corporations,50-99 employees,Establishments,2019,5
18718,Vefsn,Non-financial corporations,100 - 249 employees,Establishments,2019,4
18719,Vefsn,Non-financial corporations,250 employees and more,Establishments,2019,1
18720,Vefsn,Households and non-profit institutions,All size groups,Establishments,2019,468
18721,Vefsn,Households and non-profit institutions,No one employeed,Establishments,2019,426
18722,Vefsn,Households and non-profit institutions,1-4 employees,Establishments,2019,33
18723,Vefsn,Households and non-profit institutions,5-9 employees,Establishments,2019,6
18724,Vefsn,Households and non-profit institutions,10-19 employees,Establishments,2019,1
18725,Vefsn,Households and non-profit institutions,20-49 employees,Establishments,2019,2
18726,Vefsn,Households and non-profit institutions,50-99 employees,Establishments,2019,0
18727,Vefsn,Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
18728,Vefsn,Households and non-profit institutions,250 employees and more,Establishments,2019,0
18729,Vefsn,Unspecified sector/others,All size groups,Establishments,2019,0
18730,Vefsn,Unspecified sector/others,No one employeed,Establishments,2019,0
18731,Vefsn,Unspecified sector/others,1-4 employees,Establishments,2019,0
18732,Vefsn,Unspecified sector/others,5-9 employees,Establishments,2019,0
18733,Vefsn,Unspecified sector/others,10-19 employees,Establishments,2019,0
18734,Vefsn,Unspecified sector/others,20-49 employees,Establishments,2019,0
18735,Vefsn,Unspecified sector/others,50-99 employees,Establishments,2019,0
18736,Vefsn,Unspecified sector/others,100 - 249 employees,Establishments,2019,0
18737,Vefsn,Unspecified sector/others,250 employees and more,Establishments,2019,0
18738,Grane,Sum all sectors,All size groups,Establishments,2019,202
18739,Grane,Sum all sectors,No one employeed,Establishments,2019,126
18740,Grane,Sum all sectors,1-4 employees,Establishments,2019,50
18741,Grane,Sum all sectors,5-9 employees,Establishments,2019,12
18742,Grane,Sum all sectors,10-19 employees,Establishments,2019,6
18743,Grane,Sum all sectors,20-49 employees,Establishments,2019,6
18744,Grane,Sum all sectors,50-99 employees,Establishments,2019,1
18745,Grane,Sum all sectors,100 - 249 employees,Establishments,2019,1
18746,Grane,Sum all sectors,250 employees and more,Establishments,2019,0
18747,Grane,General government,All size groups,Establishments,2019,25
18748,Grane,General government,No one employeed,Establishments,2019,4
18749,Grane,General government,1-4 employees,Establishments,2019,10
18750,Grane,General government,5-9 employees,Establishments,2019,4
18751,Grane,General government,10-19 employees,Establishments,2019,1
18752,Grane,General government,20-49 employees,Establishments,2019,5
18753,Grane,General government,50-99 employees,Establishments,2019,1
18754,Grane,General government,100 - 249 employees,Establishments,2019,0
18755,Grane,General government,250 employees and more,Establishments,2019,0
18756,Grane,Financial corporations,All size groups,Establishments,2019,0
18757,Grane,Financial corporations,No one employeed,Establishments,2019,0
18758,Grane,Financial corporations,1-4 employees,Establishments,2019,0
18759,Grane,Financial corporations,5-9 employees,Establishments,2019,0
