,region,size of household,contents,year,value
3654,Lødingen,3 persons,Persons in private households,2019,18.2
3655,Lødingen,3 persons,Private households,2019,12.2
3656,Lødingen,4 persons,Persons in private households,2019,13.7
3657,Lødingen,4 persons,Private households,2019,6.9
3658,Lødingen,5 persons or more,Persons in private households,2019,12.6
3659,Lødingen,5 persons or more,Private households,2019,4.7
3660,Tjeldsund (-2019),1 person,Persons in private households,2019,17.4
3661,Tjeldsund (-2019),1 person,Private households,2019,36.2
3662,Tjeldsund (-2019),2 persons,Persons in private households,2019,35.7
3663,Tjeldsund (-2019),2 persons,Private households,2019,37.1
3664,Tjeldsund (-2019),3 persons,Persons in private households,2019,19.2
3665,Tjeldsund (-2019),3 persons,Private households,2019,13.3
3666,Tjeldsund (-2019),4 persons,Persons in private households,2019,19.0
3667,Tjeldsund (-2019),4 persons,Private households,2019,9.9
3668,Tjeldsund (-2019),5 persons or more,Persons in private households,2019,8.7
3669,Tjeldsund (-2019),5 persons or more,Private households,2019,3.6
3670,Evenes,1 person,Persons in private households,2019,18.4
3671,Evenes,1 person,Private households,2019,38.7
3672,Evenes,2 persons,Persons in private households,2019,34.6
3673,Evenes,2 persons,Private households,2019,36.4
3674,Evenes,3 persons,Persons in private households,2019,14.2
3675,Evenes,3 persons,Private households,2019,9.9
3676,Evenes,4 persons,Persons in private households,2019,17.4
3677,Evenes,4 persons,Private households,2019,9.1
3678,Evenes,5 persons or more,Persons in private households,2019,15.4
3679,Evenes,5 persons or more,Private households,2019,5.8
3680,Ballangen (-2019),1 person,Persons in private households,2019,19.2
3681,Ballangen (-2019),1 person,Private households,2019,40.3
3682,Ballangen (-2019),2 persons,Persons in private households,2019,32.2
3683,Ballangen (-2019),2 persons,Private households,2019,33.8
3684,Ballangen (-2019),3 persons,Persons in private households,2019,16.7
3685,Ballangen (-2019),3 persons,Private households,2019,11.7
3686,Ballangen (-2019),4 persons,Persons in private households,2019,13.7
3687,Ballangen (-2019),4 persons,Private households,2019,7.2
3688,Ballangen (-2019),5 persons or more,Persons in private households,2019,18.2
3689,Ballangen (-2019),5 persons or more,Private households,2019,7.0
3690,Røst,1 person,Persons in private households,2019,25.2
3691,Røst,1 person,Private households,2019,48.4
3692,Røst,2 persons,Persons in private households,2019,30.5
3693,Røst,2 persons,Private households,2019,29.3
3694,Røst,3 persons,Persons in private households,2019,15.2
3695,Røst,3 persons,Private households,2019,9.8
3696,Røst,4 persons,Persons in private households,2019,18.7
3697,Røst,4 persons,Private households,2019,9.0
3698,Røst,5 persons or more,Persons in private households,2019,10.4
3699,Røst,5 persons or more,Private households,2019,3.5
3700,Værøy,1 person,Persons in private households,2019,20.4
3701,Værøy,1 person,Private households,2019,43.4
3702,Værøy,2 persons,Persons in private households,2019,26.4
3703,Værøy,2 persons,Private households,2019,28.0
3704,Værøy,3 persons,Persons in private households,2019,15.0
3705,Værøy,3 persons,Private households,2019,10.6
3706,Værøy,4 persons,Persons in private households,2019,21.1
3707,Værøy,4 persons,Private households,2019,11.2
3708,Værøy,5 persons or more,Persons in private households,2019,17.1
3709,Værøy,5 persons or more,Private households,2019,6.8
3710,Flakstad,1 person,Persons in private households,2019,17.7
3711,Flakstad,1 person,Private households,2019,38.5
3712,Flakstad,2 persons,Persons in private households,2019,30.0
3713,Flakstad,2 persons,Private households,2019,32.6
3714,Flakstad,3 persons,Persons in private households,2019,17.9
3715,Flakstad,3 persons,Private households,2019,13.0
3716,Flakstad,4 persons,Persons in private households,2019,16.8
3717,Flakstad,4 persons,Private households,2019,9.2
3718,Flakstad,5 persons or more,Persons in private households,2019,17.6
3719,Flakstad,5 persons or more,Private households,2019,6.7
3720,Vestvågøy,1 person,Persons in private households,2019,17.5
3721,Vestvågøy,1 person,Private households,2019,38.6
3722,Vestvågøy,2 persons,Persons in private households,2019,28.2
3723,Vestvågøy,2 persons,Private households,2019,31.1
3724,Vestvågøy,3 persons,Persons in private households,2019,16.3
3725,Vestvågøy,3 persons,Private households,2019,12.0
3726,Vestvågøy,4 persons,Persons in private households,2019,20.0
3727,Vestvågøy,4 persons,Private households,2019,11.0
3728,Vestvågøy,5 persons or more,Persons in private households,2019,18.0
3729,Vestvågøy,5 persons or more,Private households,2019,7.3
3730,Vågan,1 person,Persons in private households,2019,18.4
3731,Vågan,1 person,Private households,2019,39.7
3732,Vågan,2 persons,Persons in private households,2019,28.8
3733,Vågan,2 persons,Private households,2019,31.0
3734,Vågan,3 persons,Persons in private households,2019,17.1
3735,Vågan,3 persons,Private households,2019,12.3
3736,Vågan,4 persons,Persons in private households,2019,20.3
3737,Vågan,4 persons,Private households,2019,10.9
3738,Vågan,5 persons or more,Persons in private households,2019,15.4
3739,Vågan,5 persons or more,Private households,2019,6.1
3740,Hadsel,1 person,Persons in private households,2019,18.4
3741,Hadsel,1 person,Private households,2019,39.1
3742,Hadsel,2 persons,Persons in private households,2019,30.2
3743,Hadsel,2 persons,Private households,2019,32.1
3744,Hadsel,3 persons,Persons in private households,2019,18.6
3745,Hadsel,3 persons,Private households,2019,13.2
3746,Hadsel,4 persons,Persons in private households,2019,19.3
3747,Hadsel,4 persons,Private households,2019,10.3
3748,Hadsel,5 persons or more,Persons in private households,2019,13.6
3749,Hadsel,5 persons or more,Private households,2019,5.4
3750,Bø (Nordland),1 person,Persons in private households,2019,21.7
3751,Bø (Nordland),1 person,Private households,2019,42.8
3752,Bø (Nordland),2 persons,Persons in private households,2019,34.8
3753,Bø (Nordland),2 persons,Private households,2019,34.3
3754,Bø (Nordland),3 persons,Persons in private households,2019,17.2
3755,Bø (Nordland),3 persons,Private households,2019,11.3
3756,Bø (Nordland),4 persons,Persons in private households,2019,16.3
3757,Bø (Nordland),4 persons,Private households,2019,8.1
3758,Bø (Nordland),5 persons or more,Persons in private households,2019,10.0
3759,Bø (Nordland),5 persons or more,Private households,2019,3.6
3760,Øksnes,1 person,Persons in private households,2019,19.1
3761,Øksnes,1 person,Private households,2019,40.5
3762,Øksnes,2 persons,Persons in private households,2019,29.3
3763,Øksnes,2 persons,Private households,2019,31.0
3764,Øksnes,3 persons,Persons in private households,2019,17.8
3765,Øksnes,3 persons,Private households,2019,12.6
3766,Øksnes,4 persons,Persons in private households,2019,19.2
3767,Øksnes,4 persons,Private households,2019,10.2
3768,Øksnes,5 persons or more,Persons in private households,2019,14.6
3769,Øksnes,5 persons or more,Private households,2019,5.8
3770,Sortland - Suortá,1 person,Persons in private households,2019,17.7
3771,Sortland - Suortá,1 person,Private households,2019,38.2
3772,Sortland - Suortá,2 persons,Persons in private households,2019,28.5
3773,Sortland - Suortá,2 persons,Private households,2019,30.9
3774,Sortland - Suortá,3 persons,Persons in private households,2019,19.8
3775,Sortland - Suortá,3 persons,Private households,2019,14.3
3776,Sortland - Suortá,4 persons,Persons in private households,2019,20.3
3777,Sortland - Suortá,4 persons,Private households,2019,11.0
3778,Sortland - Suortá,5 persons or more,Persons in private households,2019,13.8
3779,Sortland - Suortá,5 persons or more,Private households,2019,5.6
3780,Andøy,1 person,Persons in private households,2019,19.7
3781,Andøy,1 person,Private households,2019,40.5
3782,Andøy,2 persons,Persons in private households,2019,33.2
3783,Andøy,2 persons,Private households,2019,34.1
3784,Andøy,3 persons,Persons in private households,2019,17.0
3785,Andøy,3 persons,Private households,2019,11.7
3786,Andøy,4 persons,Persons in private households,2019,18.1
3787,Andøy,4 persons,Private households,2019,9.3
3788,Andøy,5 persons or more,Persons in private households,2019,11.9
3789,Andøy,5 persons or more,Private households,2019,4.5
3790,Moskenes,1 person,Persons in private households,2019,20.2
3791,Moskenes,1 person,Private households,2019,41.5
3792,Moskenes,2 persons,Persons in private households,2019,33.3
3793,Moskenes,2 persons,Private households,2019,34.2
3794,Moskenes,3 persons,Persons in private households,2019,15.6
3795,Moskenes,3 persons,Private households,2019,10.7
3796,Moskenes,4 persons,Persons in private households,2019,11.4
3797,Moskenes,4 persons,Private households,2019,5.9
3798,Moskenes,5 persons or more,Persons in private households,2019,19.5
3799,Moskenes,5 persons or more,Private households,2019,7.7
3800,Tromsø (-2019),1 person,Persons in private households,2019,20.2
3801,Tromsø (-2019),1 person,Private households,2019,42.1
3802,Tromsø (-2019),2 persons,Persons in private households,2019,28.3
3803,Tromsø (-2019),2 persons,Private households,2019,29.5
3804,Tromsø (-2019),3 persons,Persons in private households,2019,17.3
3805,Tromsø (-2019),3 persons,Private households,2019,12.1
3806,Tromsø (-2019),4 persons,Persons in private households,2019,21.7
3807,Tromsø (-2019),4 persons,Private households,2019,11.3
3808,Tromsø (-2019),5 persons or more,Persons in private households,2019,12.5
3809,Tromsø (-2019),5 persons or more,Private households,2019,5.0
3810,Harstad - Hárstták (2013-2019),1 person,Persons in private households,2019,18.4
3811,Harstad - Hárstták (2013-2019),1 person,Private households,2019,39.1
3812,Harstad - Hárstták (2013-2019),2 persons,Persons in private households,2019,30.5
3813,Harstad - Hárstták (2013-2019),2 persons,Private households,2019,32.4
3814,Harstad - Hárstták (2013-2019),3 persons,Persons in private households,2019,17.9
3815,Harstad - Hárstták (2013-2019),3 persons,Private households,2019,12.6
3816,Harstad - Hárstták (2013-2019),4 persons,Persons in private households,2019,20.2
3817,Harstad - Hárstták (2013-2019),4 persons,Private households,2019,10.7
3818,Harstad - Hárstták (2013-2019),5 persons or more,Persons in private households,2019,13.1
3819,Harstad - Hárstták (2013-2019),5 persons or more,Private households,2019,5.2
3820,Kvæfjord (-2019),1 person,Persons in private households,2019,17.2
3821,Kvæfjord (-2019),1 person,Private households,2019,36.9
3822,Kvæfjord (-2019),2 persons,Persons in private households,2019,32.1
3823,Kvæfjord (-2019),2 persons,Private households,2019,34.4
3824,Kvæfjord (-2019),3 persons,Persons in private households,2019,18.7
3825,Kvæfjord (-2019),3 persons,Private households,2019,13.3
3826,Kvæfjord (-2019),4 persons,Persons in private households,2019,20.2
3827,Kvæfjord (-2019),4 persons,Private households,2019,10.8
3828,Kvæfjord (-2019),5 persons or more,Persons in private households,2019,11.7
3829,Kvæfjord (-2019),5 persons or more,Private households,2019,4.6
3830,Skånland (-2019),1 person,Persons in private households,2019,16.7
3831,Skånland (-2019),1 person,Private households,2019,35.9
3832,Skånland (-2019),2 persons,Persons in private households,2019,32.7
3833,Skånland (-2019),2 persons,Private households,2019,35.2
3834,Skånland (-2019),3 persons,Persons in private households,2019,18.6
3835,Skånland (-2019),3 persons,Private households,2019,13.4
3836,Skånland (-2019),4 persons,Persons in private households,2019,20.0
3837,Skånland (-2019),4 persons,Private households,2019,10.7
3838,Skånland (-2019),5 persons or more,Persons in private households,2019,12.0
3839,Skånland (-2019),5 persons or more,Private households,2019,4.7
3840,Ibestad (-2019),1 person,Persons in private households,2019,22.2
3841,Ibestad (-2019),1 person,Private households,2019,43.8
3842,Ibestad (-2019),2 persons,Persons in private households,2019,34.5
3843,Ibestad (-2019),2 persons,Private households,2019,33.9
3844,Ibestad (-2019),3 persons,Persons in private households,2019,15.4
3845,Ibestad (-2019),3 persons,Private households,2019,10.1
3846,Ibestad (-2019),4 persons,Persons in private households,2019,16.0
3847,Ibestad (-2019),4 persons,Private households,2019,7.9
3848,Ibestad (-2019),5 persons or more,Persons in private households,2019,11.9
3849,Ibestad (-2019),5 persons or more,Private households,2019,4.3
3850,Gratangen (-2019),1 person,Persons in private households,2019,22.2
3851,Gratangen (-2019),1 person,Private households,2019,44.7
3852,Gratangen (-2019),2 persons,Persons in private households,2019,28.9
3853,Gratangen (-2019),2 persons,Private households,2019,29.1
3854,Gratangen (-2019),3 persons,Persons in private households,2019,19.4
3855,Gratangen (-2019),3 persons,Private households,2019,13.0
3856,Gratangen (-2019),4 persons,Persons in private households,2019,16.1
3857,Gratangen (-2019),4 persons,Private households,2019,8.1
3858,Gratangen (-2019),5 persons or more,Persons in private households,2019,13.4
3859,Gratangen (-2019),5 persons or more,Private households,2019,5.1
3860,Loabák - Lavangen (-2019),1 person,Persons in private households,2019,14.7
3861,Loabák - Lavangen (-2019),1 person,Private households,2019,34.1
3862,Loabák - Lavangen (-2019),2 persons,Persons in private households,2019,28.1
3863,Loabák - Lavangen (-2019),2 persons,Private households,2019,32.7
3864,Loabák - Lavangen (-2019),3 persons,Persons in private households,2019,17.4
3865,Loabák - Lavangen (-2019),3 persons,Private households,2019,13.5
3866,Loabák - Lavangen (-2019),4 persons,Persons in private households,2019,18.9
3867,Loabák - Lavangen (-2019),4 persons,Private households,2019,11.0
3868,Loabák - Lavangen (-2019),5 persons or more,Persons in private households,2019,20.9
3869,Loabák - Lavangen (-2019),5 persons or more,Private households,2019,8.7
3870,Bardu (-2019),1 person,Persons in private households,2019,19.3
3871,Bardu (-2019),1 person,Private households,2019,40.8
3872,Bardu (-2019),2 persons,Persons in private households,2019,29.6
