,region,sex,age,contents,year,value
2718,Salangen (1977-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,63.9
2719,Salangen (1977-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,71.2
2720,Salangen (1977-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.1
2721,Salangen (1977-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,69.9
2722,Salangen (1977-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,16.0
2723,Målselv (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,70.0
2724,Målselv (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,45.9
2725,Målselv (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,76.8
2726,Målselv (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,85.2
2727,Målselv (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.0
2728,Målselv (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.8
2729,Målselv (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,24.8
2730,Sørreisa (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.7
2731,Sørreisa (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,42.5
2732,Sørreisa (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,70.9
2733,Sørreisa (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.5
2734,Sørreisa (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.1
2735,Sørreisa (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.8
2736,Sørreisa (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.7
2737,Dyrøy (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,58.4
2738,Dyrøy (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,47.0
2739,Dyrøy (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.9
2740,Dyrøy (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,74.3
2741,Dyrøy (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,76.4
2742,Dyrøy (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,56.7
2743,Dyrøy (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.7
2744,Tranøy (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.8
2745,Tranøy (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,40.7
2746,Tranøy (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,76.9
2747,Tranøy (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,83.3
2748,Tranøy (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.9
2749,Tranøy (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,63.6
2750,Tranøy (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.9
2751,Torsken (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,61.1
2752,Torsken (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.2
2753,Torsken (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.6
2754,Torsken (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.0
2755,Torsken (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,71.5
2756,Torsken (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,61.3
2757,Torsken (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,24.2
2758,Berg (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.3
2759,Berg (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,57.1
2760,Berg (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,73.7
2761,Berg (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.1
2762,Berg (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.5
2763,Berg (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,60.1
2764,Berg (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,27.2
2765,Lenvik (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.2
2766,Lenvik (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,41.3
2767,Lenvik (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.1
2768,Lenvik (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.3
2769,Lenvik (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.5
2770,Lenvik (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,63.0
2771,Lenvik (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.1
2772,Balsfjord (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.1
2773,Balsfjord (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,53.1
2774,Balsfjord (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,75.3
2775,Balsfjord (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.1
2776,Balsfjord (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.5
2777,Balsfjord (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.0
2778,Balsfjord (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.5
2779,Karlsøy (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.3
2780,Karlsøy (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,41.7
2781,Karlsøy (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,74.6
2782,Karlsøy (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,78.9
2783,Karlsøy (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,81.4
2784,Karlsøy (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.1
2785,Karlsøy (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,32.7
2786,Lyngen (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.1
2787,Lyngen (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,48.1
2788,Lyngen (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,74.6
2789,Lyngen (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,76.8
2790,Lyngen (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.9
2791,Lyngen (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.7
2792,Lyngen (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,23.4
2793,Storfjord - Omasvuotna - Omasvuono (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,61.6
2794,Storfjord - Omasvuotna - Omasvuono (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.4
2795,Storfjord - Omasvuotna - Omasvuono (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.4
2796,Storfjord - Omasvuotna - Omasvuono (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.6
2797,Storfjord - Omasvuotna - Omasvuono (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,81.6
2798,Storfjord - Omasvuotna - Omasvuono (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.3
2799,Storfjord - Omasvuotna - Omasvuono (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,22.1
2800,Gáivuotna - Kåfjord - Kaivuono (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.5
2801,Gáivuotna - Kåfjord - Kaivuono (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,42.7
2802,Gáivuotna - Kåfjord - Kaivuono (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,71.6
2803,Gáivuotna - Kåfjord - Kaivuono (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.8
2804,Gáivuotna - Kåfjord - Kaivuono (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,75.5
2805,Gáivuotna - Kåfjord - Kaivuono (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,60.1
2806,Gáivuotna - Kåfjord - Kaivuono (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,25.4
2807,Skjervøy (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,67.1
2808,Skjervøy (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,48.1
2809,Skjervøy (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,73.0
2810,Skjervøy (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.2
2811,Skjervøy (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,81.3
2812,Skjervøy (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.1
2813,Skjervøy (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,16.9
2814,Nordreisa - Ráisa - Raisi (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.9
2815,Nordreisa - Ráisa - Raisi (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,38.5
2816,Nordreisa - Ráisa - Raisi (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.0
2817,Nordreisa - Ráisa - Raisi (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.9
2818,Nordreisa - Ráisa - Raisi (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.4
2819,Nordreisa - Ráisa - Raisi (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.4
2820,Nordreisa - Ráisa - Raisi (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.0
2821,Kvænangen (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,61.6
2822,Kvænangen (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,39.1
2823,Kvænangen (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,70.4
2824,Kvænangen (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,75.0
2825,Kvænangen (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,78.0
2826,Kvænangen (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,60.6
2827,Kvænangen (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,24.6
2828,Vardø (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,59.3
2829,Vardø (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,40.6
2830,Vardø (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.6
2831,Vardø (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,73.8
2832,Vardø (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,76.1
2833,Vardø (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,58.9
2834,Vardø (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,16.1
2835,Vadsø (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.2
2836,Vadsø (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,44.5
2837,Vadsø (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,61.2
2838,Vadsø (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.7
2839,Vadsø (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,81.8
2840,Vadsø (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.4
2841,Vadsø (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,13.1
2842,Hammerfest (1992-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,70.9
2843,Hammerfest (1992-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,39.7
2844,Hammerfest (1992-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,73.6
